uniforme	exponenziale	lorentziana
0.466158	1.64635	-2.06982
0.589405	1.66977	5.34283
0.184857	4.01009	0.193405
0.0291719	0.735226	-0.148474
0.435986	1.13958	0.353323
0.968658	1.03333	3.40541
0.24152	4.0146	-0.40681
0.161901	1.13778	0.600852
0.294905	0.0268053	1.70865
0.032614	0.805411	0.210931
0.809051	2.1685	1.21691
0.345306	0.412691	-24.4892
0.251719	3.13819	3.41811
0.259863	0.450509	-0.368853
0.0652339	0.919952	4.33078
0.338505	0.546628	0.544111
0.921463	2.19524	0.111322
0.474495	1.88964	-1.27567
0.799132	5.33893	-0.765902
0.697378	0.58755	0.504602
0.218068	0.542544	-0.0958519
0.733903	3.77674	1.13912
0.786487	0.888242	0.171643
0.96055	1.49534	-0.653904
0.423331	0.317839	-0.22068
0.337528	0.594035	-0.376633
0.630733	0.520597	0.791328
0.997548	0.252321	0.329551
0.338721	0.44375	-0.0752077
0.0633292	0.513441	0.425282
0.163019	2.89107	0.577976
0.0773643	1.28352	0.697789
0.280983	1.07955	-0.405184
0.0545956	1.07743	-0.62103
0.105723	3.76435	-3.08139
0.258503	0.608955	-0.365492
0.0957297	0.127649	-0.585542
0.842052	1.1932	0.977012
0.265413	0.566508	0.586762
0.228195	0.0389207	-11.4254
0.626086	4.06952	0.255866
0.293	0.0326482	-82.112
0.402073	1.42652	-1.79142
0.461237	1.54137	-0.408527
0.258402	0.75173	0.927943
0.672372	0.818051	0.390301
0.522195	0.751306	-0.785762
0.35409	0.152145	-1.15779
0.627445	0.838349	-0.318025
0.165541	3.2059	0.737051
0.595528	0.886271	-5.0879
0.237272	3.04152	0.623978
0.434211	0.72609	-5.68948
0.178853	0.684583	0.99366
0.561953	1.06487	-1.17326
0.392472	1.41333	8.96913
0.0264717	1.4482	0.290655
0.374141	0.979099	-3.15603
0.470016	2.292	2.19615
0.507584	1.72882	-0.421041
0.112758	0.139695	0.118493
0.92482	2.1917	-1.58961
0.197758	3.05413	-0.870731
0.594128	0.445473	-0.222999
0.203083	0.921533	-2.22316
0.963953	2.31454	0.071737
0.506045	0.145926	-0.893387
0.0623129	2.31094	-0.459961
0.354212	1.32589	1.65882
0.0334108	2.05694	0.109541
0.252664	1.14083	0.50733
0.287919	1.707	-1.45886
0.0845974	1.4994	-6.20414
0.785764	0.956212	0.622333
0.0710475	0.00890912	-0.441687
0.0946095	1.30631	-2.62701
0.236551	0.02123	2.98783
0.828795	0.342597	-90.1392
0.34112	2.36451	-0.173185
0.691517	0.183873	0.73623
0.704333	0.626355	-0.146205
0.871991	2.26631	-4.26432
0.0329457	0.80782	2.34523
0.918799	0.486869	-0.846804
0.701306	0.606634	0.0557901
0.0143531	1.75938	3.26939
0.199587	0.446779	1.16063
0.427042	0.00181647	0.960424
0.273239	1.40997	-0.0889686
0.726412	0.293381	0.326804
0.277942	0.27353	-0.139836
0.507312	0.146862	-0.228613
0.525421	2.97522	-0.834044
0.793262	2.13387	-22.4368
0.700722	0.298305	0.0836058
0.648548	0.989261	0.13717
0.247061	0.0463769	1.15992
0.0102695	0.672421	3.27913
0.935824	0.489958	0.871866
0.0726392	0.249687	-0.423446
0.797204	3.01589	-1.38702
0.913126	1.19533	-0.259792
0.288967	0.679273	-0.174557
0.123788	1.66552	-0.145717
0.053139	0.624717	1.14371
0.277262	0.794268	1.26091
0.500835	2.18917	0.546808
0.69987	1.24703	135.558
0.487264	1.12642	-9.94145
0.879942	2.12451	0.232863
0.241421	2.44856	0.41079
0.235802	1.17553	3.06643
0.885133	0.340132	3.79162
0.267362	0.0426025	-0.0687707
0.483419	0.809289	-0.974812
0.00216577	0.618778	-0.973687
0.480696	3.51853	0.0390557
0.537882	0.677177	-1.4579
0.886385	0.445781	0.122589
0.680383	0.358306	1.50897
0.280551	0.490074	4.57598
0.814352	0.346518	0.287343
0.737927	0.828597	0.974386
0.925804	0.229994	1.7856
0.774688	0.262478	16.1039
0.850026	0.994302	2.90915
0.702963	1.7221	-1.39652
0.633514	3.34567	25.8954
0.0651466	0.0582127	-0.939206
0.65435	0.65383	0.00181831
0.183627	0.184078	0.474757
0.173259	0.128405	29.3161
0.446082	2.47725	-3.67843
0.0413765	1.02146	2.46685
0.0786524	0.560605	-2.50347
0.34846	1.80614	0.494189
0.679858	0.0176619	0.462972
0.342553	1.32289	-0.761569
0.271131	0.429138	0.214732
0.24204	0.35161	-0.699295
0.456364	0.71462	0.284635
0.279123	2.30967	-0.0190703
0.417855	0.0365494	-0.0354641
0.515192	1.72116	-2.253
0.900127	0.0545052	-1.43575
0.0928323	2.06011	0.710468
0.243615	0.190794	-5.46844
0.793839	2.58964	0.368974
0.386889	0.344563	0.64137
0.766332	0.708632	-0.267033
0.272741	2.11187	-14.6824
0.275411	0.250437	2.17867
0.514055	0.839027	-1.15888
0.649732	2.02226	-1.4454
0.00198176	0.679652	-2.00344
0.972816	0.406249	1.56257
0.78508	2.7148	0.532189
0.513888	0.106259	-457.8
0.208952	0.267437	4.22499
0.534449	0.791895	0.46801
0.64501	0.515097	0.0310696
0.284856	0.0906	-1.46919
0.205357	0.100126	10.1254
0.383662	0.546176	-1.23725
0.952715	2.02939	-0.707491
0.131686	0.874259	0.434046
0.222098	0.0848498	0.249812
0.146914	0.184965	-3.93674
0.0859308	0.585469	1.04124
0.679549	2.26391	-1.23884
0.12312	1.04384	-0.348751
0.719358	0.728173	3.61828
0.720307	0.450413	19.8709
0.743757	0.751355	-1.54845
0.687065	0.879624	0.0608661
0.675951	1.29106	-1.242
0.256718	3.62479	0.980697
0.813184	0.336886	-1.13747
0.701885	1.04763	-1.29209
0.495368	0.292457	-14.0112
0.0269769	0.777057	3.53756
0.583172	1.21464	-0.993274
0.0506299	1.20997	1.3992
0.736557	0.734115	-0.482654
0.202742	0.368141	0.0941684
0.0213139	1.78801	0.162821
0.320651	0.196738	-0.66346
0.00127655	0.923285	1.46305
0.9631	0.00197227	8.04963
0.961235	0.352727	0.0276918
0.768909	0.449487	0.961014
0.431452	0.788575	18.4777
0.421639	0.0263693	-3.65494
0.120349	0.750219	-0.130937
0.779591	0.705694	5.67984
0.422706	2.8398	-0.552702
0.333411	0.383052	16.2254
0.131674	0.240779	-0.0619531
0.34469	0.820679	0.919489
0.0735079	0.21434	2.04126
0.237205	0.0918465	2.52501
0.915349	1.50261	-1.06542
0.202709	0.846036	-2.39255
0.115611	1.20587	-2.96242
0.761138	0.666101	0.0190537
0.0841712	0.0744153	-3.34045
0.735696	0.240577	4.1564
0.261839	0.278124	0.264474
0.933336	0.322092	2.06358
0.514937	0.24116	-0.167515
0.731879	3.60185	-2.07867
0.231883	3.324	1.34884
0.879112	0.5753	0.232172
0.502784	0.57324	0.509537
0.883359	2.2992	-1.02902
0.439164	0.333608	0.532522
0.917617	1.33921	0.142244
0.672288	1.98056	-1.40394
0.149524	0.607972	-2.1877
0.299463	0.265156	1.17756
0.24172	2.01245	-0.596231
0.0134551	0.273701	-0.52491
0.652693	0.643153	0.446162
0.306116	0.432887	-0.275724
0.803278	3.01619	-1.0662
0.853516	1.07851	0.68489
0.889476	2.00733	0.760371
0.951969	0.659681	1.10544
0.24193	0.0279671	-2.14729
0.420996	0.399599	-3.88932
0.0773581	0.246963	-25.6668
0.903718	0.321779	0.133394
0.479906	0.125242	-0.154817
0.904762	0.471787	0.391819
0.280311	0.323151	1.15859
0.782156	0.98163	-2.53164
0.530522	1.22358	4.81173
0.899582	1.07434	-1.50889
0.470057	0.54656	-3.22699
0.798285	3.78603	0.0760251
0.987417	2.8647	-1.2787
0.046672	0.751955	1.30978
0.312728	0.436705	2.63696
0.260293	0.734983	-0.506666
0.21005	0.374797	0.842523
0.051997	1.30907	0.805806
0.686878	0.363184	40.1381
0.613577	1.58672	-625.025
0.314442	1.62889	-1.18419
0.469886	0.085312	-1.07332
0.732298	0.130719	0.548475
0.812862	1.60659	1.143
0.413943	7.35523	-0.573431
0.391511	0.940538	-2.40591
0.62525	2.08778	-2.38988
0.153043	1.51589	-1.78352
0.111431	0.962599	-0.634914
0.0375784	0.513273	-10.2367
0.831185	0.0403008	-3.20485
0.498781	2.40991	2.14233
0.78155	1.60782	1.21867
0.126461	0.0519057	0.438213
0.888665	0.980179	-3.99678
0.540578	2.05578	-1.2092
0.740404	0.199621	-1.03829
0.521017	0.252891	-0.351703
0.947194	1.40157	-2.89855
0.249625	0.0397901	-0.083339
0.80283	0.130638	2.90293
0.141268	0.0910909	-3.71695
0.467361	0.0508074	0.309579
0.18124	1.97966	0.14077
0.0774268	0.498975	-0.468289
0.401532	0.26381	-8.10429
0.375783	0.0547658	1.50193
0.357155	1.86242	-1.85273
0.031756	0.541781	-0.704932
0.768808	1.72232	21.4348
0.262652	1.28483	-1.03793
0.903923	0.13622	-0.453729
0.0405296	1.03233	0.263661
0.567186	0.277011	-0.495178
0.160417	0.406039	3.24608
0.795724	0.354586	0.874443
0.755421	0.743651	-0.826627
0.337712	0.0628758	-0.943351
0.323631	0.0240815	4.87713
0.39604	0.292724	1.64818
0.934929	1.04759	0.0387367
0.2149	2.9015	1.27952
0.0489451	0.573334	0.383403
0.0589463	0.413369	1.14599
0.856211	0.0724569	-0.19272
0.554351	3.11993	0.0410911
0.768463	1.45744	3.72288
0.975797	1.96879	2.74096
0.389046	0.284896	0.355706
0.938665	1.20379	3.1457
0.788397	2.33036	1.52871
0.469317	0.745237	19.9392
0.317292	0.472153	4.50007
0.542928	1.8529	2.82592
0.528515	1.49541	0.691275
0.870714	0.228525	1.6851
0.898965	0.0822054	-22.7307
0.34192	2.8334	0.339701
0.877914	0.874129	-4.22412
0.386248	0.556951	-1.41464
0.0970667	0.798395	-0.701002
0.818281	0.134333	-2.01948
0.282097	2.24862	1.75599
0.481571	0.616067	-1.65878
0.805608	1.0325	0.414269
0.557102	0.556383	0.262472
0.909258	0.115806	0.369607
0.392295	0.067718	0.00700076
0.936139	2.12931	-22.0806
0.604659	0.212127	-0.971361
0.235566	0.148185	0.453457
0.609007	3.11029	0.0926626
0.898053	0.0430809	5.9268
0.787772	1.42321	-0.296716
0.696616	0.0160314	0.193638
0.379155	0.546765	-1.02843
0.0607067	0.360463	-1.35886
0.739914	0.134525	1.79767
0.763107	0.716255	-1.79328
0.305568	0.0999666	-1.01222
0.768047	1.00019	-0.647346
0.408656	0.494675	0.375419
0.532201	0.254454	-3.44485
0.484286	1.28366	0.201355
0.709206	0.621912	-0.665125
0.918228	0.3287	0.794412
0.332481	0.897721	-0.228327
0.889016	0.232406	1.77655
0.534919	0.027348	-1.4311
0.266383	1.07393	3.69401
0.101384	0.317455	0.56855
0.0458221	0.0404383	2.73229
0.934423	3.49029	3.10887
0.225647	0.950558	-1.49287
0.62258	0.20711	-3.35564
0.713287	0.136898	2.75205
0.616744	0.19054	-0.458163
0.618569	0.362478	4.20418
0.850892	3.30914	3.00003
0.147749	0.785523	-2.01344
0.221157	0.780822	11.3039
0.81139	0.197735	-1.51005
0.279603	0.363123	-0.421871
0.541512	3.37374	0.69212
0.842729	1.58385	-1.97432
0.631387	0.475155	21.2652
0.925842	0.179829	-0.720631
0.919079	1.33646	-0.18676
0.109946	0.214098	-1.20771
0.114058	0.108953	5.54793
0.36224	0.347715	0.883878
0.801065	0.214988	1.85328
0.383447	0.211973	-32.509
0.525621	0.648486	-1.01558
0.176172	0.14528	0.315269
0.5301	2.25995	0.957084
0.23022	0.111019	0.218355
0.325537	3.29159	1.78402
0.192196	0.331679	-1.14432
0.623661	3.38545	-248.512
0.719688	0.354688	-1.06027
0.318678	1.77341	1.74938
0.18027	0.226886	-1.58298
0.79554	0.0521322	0.104033
0.921658	1.00577	0.232982
0.726582	0.921482	12.8312
0.0549787	0.0427749	-0.0484855
0.384073	0.499226	-0.0958389
0.17733	0.000732291	5.12414
0.654902	2.45749	1.03524
0.743402	1.04576	1.54035
0.448793	2.38726	-0.185977
0.960416	1.5533	-0.181482
0.166708	0.092049	-0.508907
0.986813	0.0755096	0.403594
0.449049	0.465432	-0.243645
0.424775	3.19456	1.90837
0.449006	4.09039	-0.540394
0.900757	0.577114	0.95076
0.493154	0.332033	0.883865
0.807278	1.11282	0.675617
0.287217	1.45219	1.40169
0.737132	0.059984	0.934422
0.0336226	0.788716	0.233879
0.761128	1.22155	-1.02953
0.987328	0.192373	-1.34294
0.0897545	2.23018	2.73429
0.565308	1.92692	5.66936
0.257666	1.13151	0.904524
0.0998419	0.193967	0.33796
0.912054	2.16005	-6.48342
0.434984	2.83803	0.184383
0.0174646	0.486033	0.574012
0.739034	1.19752	-2.28741
0.853457	0.716432	-1.19899
0.963108	0.417308	-1.15613
0.398857	1.30979	-1.34347
0.234673	3.25543	-0.949825
0.282807	0.167874	-4.91482
0.47469	2.8593	0.65073
0.450134	0.489849	1.94046
0.424356	6.29934	-18.0693
0.196763	0.0179876	2.0079
0.893974	0.762782	0.530621
0.367614	0.771982	-4.60735
0.559692	1.75579	-3.16723
0.284049	0.777807	13.7827
0.727988	0.439927	0.0748959
0.12422	0.13257	-2.47955
0.869311	1.46839	0.544942
0.53926	0.190364	5.03859
0.592057	0.0633203	-0.0232742
0.551874	1.2621	-0.697943
0.950422	0.122367	-0.401491
0.830585	0.573784	0.803598
0.0546111	0.803406	0.248939
0.966897	0.578173	-1.95033
0.846327	0.225188	-0.701941
0.0934402	0.153782	-1.2738
0.231576	0.262647	-0.0342703
0.592962	1.16704	-0.535188
0.751865	0.912112	6.99752
0.746952	0.167953	-4.99203
0.0684267	2.41178	-0.0550247
0.914584	0.755178	2.15141
0.457592	2.73952	-19.0118
0.444191	0.0573344	-0.074397
0.0305861	1.72243	-0.816172
0.820265	0.71318	-1.99131
0.926077	1.3233	-2.85348
0.332898	0.512775	0.687233
0.49388	0.123508	-0.716875
0.384411	1.98744	-0.871372
0.662866	1.98721	-1.00921
0.115287	0.00406612	-0.671573
0.593664	0.390968	0.171698
0.588132	0.257377	0.192679
0.0174019	1.53981	1.90432
0.878779	2.74212	18.2855
0.855212	0.295522	-2.78099
0.66968	0.401166	4.16975
0.285937	0.11149	0.522419
0.980847	3.26542	2.40952
0.383862	1.51313	3.14395
0.385178	3.52001	-1.3354
0.893543	3.7694	2.91424
0.298402	0.185703	-3.29594
0.629991	0.0925534	-0.072282
0.790625	2.11739	0.605884
0.253794	0.342312	1.76082
0.514489	0.0857926	0.953775
0.243525	0.108561	-0.498331
0.549075	1.69334	-2.19248
0.734353	0.145642	0.55581
0.462896	0.0133392	2.76535
0.871519	0.498804	0.151072
0.825928	4.14806	0.540414
0.930039	0.857267	0.881025
0.0661925	0.601503	-0.150282
0.100399	0.800903	-2.25686
0.945276	0.572566	-0.821303
0.941365	0.182915	1.212
0.297656	0.705107	-5.56927
0.36526	1.94108	-1.92598
0.807076	1.13948	-0.00951531
0.198975	1.55487	-0.346799
0.61663	1.25958	0.442425
0.399734	2.15053	0.512449
0.056029	1.38234	0.526685
0.52977	0.13079	-0.85542
0.245468	1.15976	-51.4716
0.632442	0.937262	2.08195
0.876798	0.53089	4.39738
0.439204	0.65002	-0.624072
0.78101	6.16692	-0.264189
0.394889	1.02366	0.757477
0.576414	0.168873	-0.446473
0.14073	0.961968	-7.00126
0.302415	1.47044	-113.378
0.52956	0.21581	30.0182
0.594457	1.06715	-0.209289
0.695545	1.33867	2.67156
0.21922	0.27326	-1.17266
0.208243	3.50448	0.55567
0.827047	0.684344	-0.0207552
0.0755665	2.58	-1.12839
0.499177	4.72537	-0.484965
0.815547	0.809532	-0.00345875
0.0154014	0.206304	0.899054
0.215432	0.259377	-1.60658
0.056339	0.650084	2.58376
0.541021	0.616066	0.916075
0.0684664	0.987338	-14.3455
0.704547	0.178702	-16.9483
0.428864	0.599638	-0.0608948
0.868916	0.492711	-7.54791
0.477943	2.94002	-0.154849
0.0609514	3.63032	-0.22147
0.42736	1.05835	0.373398
0.064919	0.796646	0.710116
0.140103	0.592276	-0.835397
0.241676	1.29748	0.698474
0.213536	4.37484	-2.01853
0.735242	0.17891	2.08575
0.900747	1.4651	0.951005
0.740029	0.260913	-1.10224
0.832196	0.340403	-0.26078
0.870237	0.275068	189.84
0.747162	0.360962	0.0262531
0.203039	0.321691	-2.34903
0.155078	0.563405	-0.54488
0.870886	4.73195	3.49404
0.825076	1.01607	-1.53407
0.720251	6.32711	-60.0708
0.621856	2.03028	-10.5603
0.874498	0.0862153	4.38427
0.181587	0.0689338	0.331831
0.879948	0.682984	-0.0210852
0.232097	1.08871	1.41764
0.321908	0.890285	-0.529364
0.430461	2.09685	2.44802
0.296197	0.879273	0.4279
0.633902	1.84982	1.29451
0.812357	1.10807	-0.113312
0.288702	0.948969	-0.564779
0.859299	0.151794	1.15357
0.583059	0.98995	0.0460027
0.637678	0.987187	0.147633
0.309024	0.585313	-0.586631
0.576095	0.0164894	1.34545
0.755086	0.0339141	0.164105
0.331867	0.307797	-0.271057
0.0790079	0.174107	7.77882
0.0122152	1.81493	0.321532
0.156869	1.92722	-1.54883
0.566727	2.12391	-3.33274
0.902794	0.845611	-0.0901693
0.336026	0.0869927	-0.406674
0.0113262	1.31797	38.496
0.814008	0.836613	14.903
0.534993	1.52001	-0.166041
0.448237	0.91654	-2.70331
0.815621	0.186326	-2.08735
0.517928	1.75463	-0.10777
0.190036	0.241692	2.0923
0.159838	0.366785	-1.88023
0.669943	3.46541	0.424425
0.811629	0.129678	-8.7558
0.875714	0.637726	-0.533718
0.695981	0.106358	2.29965
0.340268	0.0801216	4.64171
0.893152	0.847815	1.11869
0.450716	0.151336	-3.05801
0.640333	0.238585	-0.100994
0.786352	0.391719	-1.17611
0.470808	0.542431	-0.0367134
0.817305	0.488691	0.786407
0.82236	0.368147	-0.482031
0.0184697	1.3261	-0.624834
0.708086	0.363466	0.586434
0.747889	0.116517	-0.565581
0.462225	2.83409	0.401079
0.637158	0.280737	-0.752532
0.951879	0.378354	-0.0581657
0.205435	0.392694	-0.164996
0.341147	0.398947	-0.323267
0.784895	1.12028	0.197003
0.415942	2.23883	0.0899819
0.130927	0.489619	0.45455
0.919794	0.608692	0.187968
0.553886	0.0679522	6.3522
0.709217	0.103902	0.785316
0.796162	0.138628	5.41599
0.587811	0.0169414	0.448683
0.237768	0.253542	-1.15093
0.534344	1.03488	-17.2381
0.498155	1.3974	-1.08529
0.842066	0.432255	11.3579
0.806322	2.4161	-0.0923304
0.518128	0.260542	7.26577
0.924478	0.712404	3.55082
0.751238	0.237265	-0.65059
0.27147	0.187288	-1.59757
0.548714	1.57344	0.500527
0.550582	0.471104	0.346816
0.0057858	1.01438	111.416
0.381722	0.319382	0.503713
0.354024	0.882077	0.534886
0.325282	1.47138	-2.63962
0.954131	0.44001	-8.68638
0.543512	0.521155	2.01753
0.626041	1.78756	-0.467544
0.325091	0.256845	0.00482458
0.911363	1.42132	1.09874
0.765916	0.524517	-1.29586
0.633329	2.35515	0.906932
0.459361	0.14333	0.240185
0.66254	1.08921	-0.564108
0.535225	0.278066	-0.232109
0.920939	0.619188	1.62116
0.414548	0.288571	-0.217033
0.279396	0.825113	-0.436776
0.154567	1.12672	-0.290111
0.917385	0.00740426	2.39287
0.347375	1.19276	-45.057
0.281148	5.02708	3.8215
0.569019	1.13391	-1.9475
0.691486	0.867147	-1.82724
0.16397	0.266732	-1.33614
0.795307	3.64722	-0.601693
0.907664	1.16693	-0.753745
0.959909	0.498752	-1.23464
0.127732	1.03762	-1.88064
0.0546136	0.183014	6.88464
0.811072	0.206887	0.4695
0.0653284	0.842034	0.761712
0.876008	0.222247	0.323425
0.487025	1.27078	-0.743702
0.507541	0.667642	-58.7545
0.945348	1.7158	2.13625
0.329617	0.0831717	3.88187
0.346455	0.824051	-7.87181
0.0168519	0.915205	1.44652
0.107141	2.17033	3.71629
0.365657	0.301718	0.449479
0.665597	0.836431	0.544646
0.790514	0.0620945	-5.02893
0.919784	0.906997	0.483618
0.19035	1.36027	-0.583926
0.00559533	0.696915	0.201945
0.567855	0.360154	0.647336
0.836537	2.21092	0.543283
0.0732221	0.159666	-0.503072
0.591022	0.363427	0.658517
0.794478	0.330544	0.174287
0.757829	0.615055	-0.024131
0.246607	0.08934	0.782328
0.85691	0.25979	0.460009
0.201486	0.419748	-0.227107
0.0310846	1.53113	-1.90708
0.376255	0.076518	0.359329
0.945505	2.56324	-1.35674
0.199575	1.53706	1.69911
0.538263	0.195369	-2.89387
0.891971	0.468728	0.485789
0.365745	0.00364501	-0.429092
0.752011	0.0777839	0.118193
0.0221353	0.753869	-0.875025
0.735255	0.322706	7.83042
0.803796	0.373065	-2.15285
0.0363174	0.590112	-0.199724
0.917939	0.309632	3.06546
0.618624	0.0996536	1.52146
0.227582	0.363113	-49.0206
0.199028	1.24074	-0.383731
0.251715	1.25208	-1.14029
0.864628	0.512834	-0.504965
0.0851381	0.213036	6.69477
0.0953006	3.05582	1.54583
0.997798	0.891447	-40.4842
0.248927	0.783384	-1.60181
0.0226635	4.0685	-0.235368
0.360928	0.827772	-3.12881
0.106771	0.56405	0.612087
0.239493	2.79853	-1.95632
0.453835	3.19592	0.968459
0.294918	0.653341	0.212851
0.266632	0.0209732	0.6248
0.61299	0.511504	-0.172681
0.1516	1.39529	0.688567
0.674306	2.03117	-5.00161
0.482617	0.641014	1.05399
0.930602	0.123798	0.882831
0.305323	1.00146	2.07237
0.148256	1.06002	4.82742
0.487506	1.68407	0.409519
0.841233	0.146864	-0.0992578
0.0316227	0.567863	0.358969
0.666341	2.1874	-1.27249
0.650474	0.472064	-2.04724
0.00374454	0.0822903	1.05106
0.832069	0.237127	7.32244
0.417598	2.52828	0.607577
0.858591	2.27299	1.70143
0.716362	0.408974	0.67694
0.984329	0.00177266	2.07136
0.955639	0.578185	1.59275
0.314532	0.19847	3.82532
0.52668	1.4777	-1.24343
0.208559	0.457974	9.61117
0.0547601	3.5157	-0.543914
0.434405	2.00176	3.19514
0.367011	0.64135	0.238971
0.384448	1.09387	3.44064
0.908061	0.249468	-0.143277
0.242029	0.170874	-7.55616
0.595761	1.24555	-1.71326
0.667018	1.02248	1.08296
0.597711	0.176056	0.8288
0.635301	0.177889	-0.513374
0.985757	0.357417	0.59421
0.46531	2.78183	4.36054
0.427601	0.114059	-0.51464
0.535369	0.232485	-0.302992
0.726063	1.68538	-0.567041
0.655476	0.0505062	-0.667958
0.328728	1.715	-2.34956
0.702307	1.01251	-1.67258
0.217064	1.58278	1.079
0.690385	5.56485	1.71834
0.778343	0.187381	0.565288
0.488361	0.134839	0.350838
0.442967	0.872953	0.432976
0.377168	0.512205	2.3155
0.696582	2.89913	-3.72031
0.171238	0.58687	1.53759
0.386119	1.02945	-0.0264125
0.80142	0.601138	-3.07932
0.812089	0.496915	0.897895
0.029202	0.742433	-0.623964
0.969795	0.386997	15.7474
0.805225	0.602268	5.96085
0.765022	0.176882	-9.9448
0.84429	0.180961	2.28731
0.827405	0.514224	0.988421
0.542394	0.142314	-0.893444
0.517236	3.4407	0.857222
0.000873322	1.69439	0.439623
0.525225	0.821131	-329.05
0.748993	0.830304	-2.81908
0.7721	1.57484	0.475122
0.329118	2.04369	6.205
0.222258	1.94596	-2.10731
0.634656	0.568674	1.20477
0.408012	1.24737	13.5024
0.965176	0.494835	1.05368
0.925856	0.877393	-0.488288
0.718259	0.679767	-2.24987
0.269621	0.914682	0.163672
0.994707	2.03458	22.263
0.0675414	1.07202	6.15144
0.842303	0.466227	0.569628
0.939189	0.418111	0.43394
0.839661	1.7438	0.0826112
0.933452	2.1134	152.201
0.189091	0.85837	1.06848
0.759296	0.172518	-0.362185
0.160141	2.67344	-0.124357
0.172949	0.0641072	-4.72188
0.918018	0.905874	0.208097
0.859904	0.564099	-1.227
0.487271	1.93511	-0.482536
0.0929962	0.500703	4.20889
0.419913	1.16729	-2.40473
0.251927	2.25595	-0.501881
0.486653	1.84338	-0.570087
0.422356	0.80694	0.608847
0.858266	0.308707	1.72954
0.211252	0.681153	-0.722495
0.376556	1.08028	1.53619
0.676881	1.57078	0.0771923
0.198838	0.0996235	-8.43292
0.748208	0.832725	0.873412
0.885169	0.430219	-1.90169
0.935027	0.243612	0.342339
0.222902	0.00211935	1.82133
0.525791	3.99938	-0.263336
0.61586	0.000538836	0.399954
0.782137	0.416943	-2.05257
0.823254	0.824412	0.0435755
0.274521	0.562673	-0.558379
0.78083	1.46645	-0.665059
0.225362	0.0674488	0.822977
0.287952	1.96818	-1.18928
0.703178	0.0652826	-1.34713
0.0379353	1.35279	0.269959
0.621804	1.32122	-2.05527
0.220022	3.32368	-0.305293
0.804343	0.715683	-6.63633
0.29277	1.65616	0.468613
0.985275	0.0349957	10.2756
0.501446	1.17736	0.211648
0.014601	1.45022	1.15768
0.571992	0.463463	-1.03836
0.608149	4.1602	-0.685722
0.40961	6.12954	0.278446
0.155663	0.129563	-0.811238
0.791761	0.777268	-0.738856
0.701176	5.29381	-0.76027
0.100914	0.191	-44.4929
0.729735	0.652927	-1.01721
0.888215	0.288961	2.50339
0.944589	0.853298	-0.885468
0.499886	0.874818	13.0794
0.777063	0.527072	0.946663
0.390074	1.82963	0.235994
0.467922	0.0673627	17.1965
0.827277	0.325858	-0.435948
0.963454	2.86877	0.341549
0.235348	0.792759	-1.10865
0.124821	0.244735	-0.496229
0.0652293	0.0704683	0.608278
0.219886	1.75714	-0.347808
0.19727	0.126008	-0.59557
0.0749966	0.741159	0.900864
0.433569	0.0153986	1.50863
0.505536	0.93754	19.9002
0.514993	0.0350273	0.416893
0.981797	0.0592806	-2.15928
0.124018	0.561279	0.580919
0.0411945	0.415572	-0.766672
0.642369	1.18036	1.60973
0.715562	2.20544	-0.968115
0.138086	2.33962	-0.0199071
0.625124	1.51058	34.8058
0.946794	0.353025	-2.89277
0.735823	1.09346	3.15033
0.97251	0.379403	4.95509
0.891953	1.44201	0.683069
0.817184	1.37946	-1.1418
0.506921	0.189651	6.42606
0.310226	1.58717	-0.226519
0.132719	0.0859814	0.3567
0.176758	0.275373	-6.90801
0.860202	5.80558	-2.00646
0.865518	4.83315	-0.472592
0.617177	2.14218	0.154784
0.637387	0.742152	-0.174759
0.411318	2.34985	-23.3194
0.503469	0.577798	0.839441
0.335999	1.1536	2.88392
0.366481	0.292567	3.88459
0.514487	0.609487	-0.325223
0.954224	0.0245283	0.171473
0.329522	2.998	0.314737
0.647178	0.0690845	1.34315
0.108899	0.505771	-6.43585
0.463602	0.611595	-0.619033
0.941765	0.245555	1.19898
0.674113	2.3013	-2.46057
0.789534	0.39241	0.370525
0.998897	2.05819	0.904759
0.615066	1.66587	1.82277
0.510206	1.19731	2.75897
0.90004	1.04053	-1.01906
0.941479	0.360119	1.78196
0.434845	0.935406	-7.5849
0.598428	0.832132	-0.234702
0.0652148	0.220105	0.488585
0.169191	0.631451	1.20417
0.289815	0.244726	0.340213
0.633721	0.207084	-1.08948
0.802139	0.711203	-4.80837
0.0282667	0.1731	-0.614612
0.00578366	2.47712	0.982225
0.905441	0.143229	-2.28079
0.400753	0.861058	0.0929281
0.727131	0.375798	-10.2957
0.447698	2.46497	-6.9
0.964704	0.787606	-0.650148
0.656373	0.133358	-0.330379
0.307316	1.55389	0.801631
0.702687	2.53854	-0.620089
0.29251	0.624817	-2.80834
0.059323	0.672787	0.126043
0.557822	1.07244	1.55848
0.925614	1.5539	-0.285418
0.776031	0.397736	-0.100458
0.272786	0.16856	-0.843461
0.380442	1.8323	-0.836046
0.148571	0.594472	1.71758
0.567966	0.213844	1.02139
0.012667	2.35014	-0.341974
0.370308	2.42331	-0.26761
0.758339	1.30131	-0.894249
0.22752	0.480418	-0.221542
0.417496	0.122863	-0.841771
0.277602	0.334204	0.467137
0.894123	0.6025	6.5516
0.934814	0.226384	-0.393985
0.578137	1.73718	-0.368624
0.935982	0.876919	59.5885
0.705881	3.53835	-0.28701
