N=1	N=2	N=10	N=100
3.38794	0.882637	1.37248	0.930605	
0.369028	0.466524	1.10845	1.11387	
0.944093	1.70297	0.706327	0.945186	
0.324314	1.2376	1.00076	0.878249	
0.352089	0.297003	0.448413	0.972566	
0.423523	1.35659	1.3411	0.894498	
0.0509916	0.957139	0.78858	1.02695	
1.50964	1.11484	1.16463	1.07046	
0.0158455	0.343999	1.2383	1.04336	
0.139001	1.16238	1.08195	0.778085	
1.37467	0.371454	0.441733	1.02055	
0.0120115	1.18188	0.702729	0.924921	
0.57051	0.574405	1.1103	1.07487	
0.258955	0.126556	0.984885	0.962281	
0.309904	0.948774	0.770444	0.989609	
0.86359	0.075755	1.2587	0.866405	
1.90771	0.452301	1.30202	1.01157	
1.42242	0.351786	1.30982	1.01654	
0.510639	0.0894174	0.853559	1.11003	
0.195217	1.51136	1.1256	0.931223	
0.0984429	1.58684	0.681527	1.21942	
1.01499	0.604613	0.914659	1.05248	
3.14977	2.11182	1.1192	0.841519	
0.819762	0.636035	1.12322	0.888895	
0.242265	0.350283	1.10595	0.828009	
0.355232	0.822591	0.922441	0.979527	
0.73817	0.124404	0.664943	1.16711	
3.66856	0.742326	0.796885	0.774408	
0.105142	0.752031	1.01077	1.00854	
0.586176	1.21691	0.408925	0.925229	
0.550546	1.00335	1.04865	0.997583	
2.9353	1.18889	1.79666	1.14695	
0.837814	3.44473	0.599026	0.902739	
0.386445	1.64654	0.964822	1.06215	
0.0246488	0.234671	1.18122	0.926486	
0.785661	2.29562	0.90025	1.01967	
0.672595	0.437107	0.638882	1.10381	
0.604786	0.776075	0.900678	0.992177	
0.213896	0.703766	1.32748	1.06944	
0.195793	0.926348	0.718785	1.10534	
0.617273	0.872626	0.916531	1.07101	
2.5015	0.280629	1.57033	1.01565	
0.428571	0.442841	0.717639	1.07156	
0.290904	0.855185	1.18551	0.942415	
0.0346679	3.92389	0.559884	0.929514	
0.683293	0.888453	1.04641	0.873652	
0.222252	1.95467	0.95112	1.0314	
0.114793	0.944588	0.773899	1.02083	
0.819028	2.07031	0.677861	1.01457	
1.86524	1.6816	1.16295	0.970183	
0.865969	0.28976	0.648552	0.967729	
0.261841	1.49093	0.951371	0.88755	
0.882277	1.16556	0.84436	1.10073	
0.966564	1.21777	1.28781	0.975248	
1.23132	1.71558	0.538827	1.05799	
1.40867	1.4054	1.29023	0.978396	
1.92233	0.0545148	0.888122	1.03886	
3.41405	1.16771	0.820352	1.10015	
0.966385	1.47118	1.43562	0.902699	
0.164801	0.544738	1.70486	1.09263	
0.588406	2.42835	1.22752	0.959077	
1.34364	0.613811	1.29743	0.921649	
0.0624665	0.526889	1.83386	1.0779	
0.446249	0.650647	1.64522	0.912885	
0.0493041	1.23263	0.523277	1.0715	
1.68857	0.394711	0.800731	0.956912	
0.409001	0.398563	1.13485	0.99768	
1.01085	0.409803	1.28356	1.19077	
2.19678	0.649539	1.5201	1.01049	
0.132856	0.533553	0.848627	1.07659	
0.682883	1.49864	1.13225	1.05894	
0.367235	1.55	1.27076	0.86014	
0.0934471	1.26997	0.374106	0.97182	
0.301198	0.684609	0.731819	1.0401	
0.0297956	0.666485	1.24759	0.866851	
0.292049	0.208619	0.86966	1.00793	
0.823722	0.759407	1.01234	0.980422	
0.038664	0.857289	1.424	1.01792	
0.723836	1.8965	1.18668	0.988793	
0.471063	0.702341	0.942449	0.956795	
0.461169	0.768528	0.782694	1.06128	
0.274458	0.187724	1.14414	1.06385	
0.104055	0.838589	1.23004	1.03094	
2.24758	1.42264	1.50816	1.18045	
0.635706	1.7875	1.26833	0.983475	
0.325086	0.519468	0.894999	1.03051	
0.864627	0.918719	0.594447	1.08581	
2.34168	1.43454	0.790466	1.10322	
0.285658	0.302537	0.829639	1.32822	
0.0936146	1.80587	1.43605	1.09966	
0.397852	0.690223	0.87422	0.85905	
0.257962	0.212678	0.648574	1.02739	
0.028478	1.14705	1.28059	1.12062	
0.949094	0.814072	0.963748	0.911142	
0.252822	0.692452	0.998202	1.12951	
1.53692	0.947183	0.87465	1.06197	
0.253233	1.24437	0.724204	1.07011	
0.363969	1.54123	0.970835	0.903762	
2.08865	0.845845	1.32067	1.03379	
0.129811	1.29218	0.802423	0.896562	
1.39642	2.80478	1.74382	1.09786	
4.10551	0.291862	0.664431	1.02089	
0.186969	0.121902	1.62741	1.056	
1.15918	0.802679	0.918903	1.13177	
0.389915	0.59507	0.43143	1.06874	
0.852386	0.950714	1.28894	0.852919	
1.31841	0.6039	0.943805	0.982508	
0.302528	0.846429	0.932094	0.988833	
0.0468873	0.802952	1.169	0.980117	
2.34155	0.308028	1.20635	0.963541	
0.550438	0.714503	0.896895	1.09938	
0.875681	0.667835	0.523689	0.96293	
0.103757	0.775564	0.859449	0.909331	
0.796394	0.50825	0.597622	1.11672	
0.18951	0.249274	0.758018	0.785687	
1.18915	1.22072	1.05156	1.23304	
1.5487	1.12458	0.771153	0.991152	
1.53617	1.32348	0.995863	0.891173	
2.45629	0.615425	0.626001	0.8586	
0.84377	1.49466	1.24391	0.968565	
3.63724	0.62239	1.19326	0.987788	
0.263702	1.93609	0.774361	0.878283	
0.822275	0.0953509	1.13982	0.934673	
1.61534	1.1574	1.27953	0.819441	
0.49448	1.15832	0.768172	0.949381	
1.78477	0.285993	0.871954	0.974401	
1.99921	2.51037	1.06297	1.08302	
3.28125	2.37507	0.849729	1.07908	
0.964771	1.5087	0.932588	0.969041	
1.83901	0.875808	1.23846	1.01993	
1.32975	0.0758668	0.90976	0.85177	
0.017977	0.445226	0.998894	1.08411	
0.551704	0.253107	1.0714	1.00943	
1.71658	0.47345	1.10917	0.811109	
1.14345	0.461572	0.819654	0.892392	
3.56464	1.04091	1.38079	0.980844	
0.769451	0.69221	1.2242	0.917392	
1.64725	1.71669	0.924978	1.14278	
0.18207	0.656272	1.45785	1.05368	
1.76689	0.204313	0.83713	1.00267	
2.88307	2.46806	1.6792	0.973677	
0.457498	0.659064	1.59902	0.896263	
2.95205	1.29106	1.44169	1.06169	
1.03158	0.414317	1.1653	0.956631	
0.0870426	1.51865	0.85266	1.08874	
2.691	0.0354043	1.28749	1.16487	
0.0700819	0.881095	1.04855	0.903295	
1.30189	0.554336	0.617696	1.15019	
0.273048	0.54118	1.49697	1.1846	
0.428479	1.10397	1.04042	0.950141	
1.92107	0.888919	1.25291	1.03741	
0.507284	0.965178	0.796453	0.901126	
1.51365	0.668921	0.79307	1.03911	
2.00822	0.782683	0.835549	0.883851	
1.34264	0.623342	1.36416	1.0423	
0.47214	0.81717	0.745131	1.1546	
2.08008	1.3182	1.16011	1.1235	
1.57333	0.628297	1.85186	1.25352	
0.305881	1.21869	0.965967	1.01778	
0.362178	0.378826	1.38114	0.878444	
2.88658	0.307997	0.712661	0.940596	
1.92976	0.661213	0.781824	1.14245	
0.758247	0.798051	1.07564	0.819654	
1.73725	0.617135	1.03446	0.868888	
0.96175	0.816743	1.10899	1.09629	
4.06925	0.6527	0.849134	0.924558	
0.781166	1.32506	1.08017	1.05738	
0.258892	2.15659	0.673737	0.907339	
0.545824	0.723742	0.98317	1.06715	
0.208384	0.0883503	1.34847	0.986533	
0.038948	0.361623	0.789372	0.868857	
0.676732	2.1934	1.57546	0.913783	
0.0946364	0.0825214	0.702067	1.05636	
0.852945	0.767785	0.858001	1.22821	
0.257272	1.88772	0.974329	0.801236	
0.195349	0.618243	1.66279	0.898253	
0.673017	0.0489032	1.07701	1.15485	
2.85332	1.26928	1.10284	1.08334	
0.448281	0.281208	1.28258	1.02446	
1.06093	1.38853	0.964198	0.883966	
2.02139	1.5149	1.33812	0.997796	
0.341363	1.5083	1.45918	1.13333	
1.15951	0.40925	1.17468	1.08659	
0.758107	0.781509	0.73923	1.08754	
2.42974	1.70081	1.78245	1.07178	
0.665407	1.06809	0.75535	0.849831	
1.02437	1.00048	1.05222	1.12455	
0.465715	1.46494	0.907348	1.12276	
0.107761	0.757621	1.09373	0.890254	
0.250406	2.61881	1.56866	0.94973	
0.00222545	0.342854	0.654611	0.98717	
0.544899	0.510933	1.00647	0.983754	
0.665541	0.833632	0.684635	0.887713	
1.36186	1.41672	1.36142	1.17537	
0.521763	1.21714	1.27857	1.0172	
0.271758	1.44433	1.22014	0.772899	
1.36231	0.512736	0.846097	1.09638	
2.22245	0.734241	1.53585	1.14361	
0.651536	1.84795	1.63736	1.05111	
0.288455	0.739403	0.467024	0.892289	
0.701555	1.02935	0.717778	0.777565	
0.614328	0.59296	0.534283	1.11715	
1.43402	0.137858	1.21484	0.85425	
2.0216	1.61924	0.833089	0.95837	
2.78055	0.599978	0.519235	1.06601	
0.0543632	0.66129	1.53444	1.12508	
0.53566	1.02828	1.19921	1.06912	
0.38845	0.949634	1.15341	0.977912	
0.0358415	0.463279	0.597186	0.918665	
0.931802	1.744	0.840355	1.03122	
2.59802	0.0919136	0.563546	1.00454	
2.1474	0.847947	1.26455	1.02255	
0.323286	1.35152	1.07687	1.0666	
1.33882	1.04684	0.990205	0.809891	
0.0629295	0.664423	1.03405	0.886283	
0.891096	0.145436	1.352	0.997606	
0.0952216	0.51659	0.917776	0.777097	
1.2738	0.744466	1.1343	0.878408	
0.252064	1.45387	0.847651	0.896591	
0.0710642	1.23794	1.46198	1.04255	
0.255964	1.55756	0.344204	1.05394	
0.284117	1.21778	1.44242	0.81561	
0.0431476	0.610146	1.10998	0.912536	
3.09337	0.310487	0.602692	1.17495	
0.528966	0.357635	0.670102	0.893021	
0.220376	1.39979	0.814877	0.922229	
0.28734	0.770896	1.51291	0.923534	
0.798788	3.26677	1.12569	0.961715	
0.317849	2.23483	1.511	0.953693	
1.10794	1.23214	1.15355	1.02619	
2.75471	0.737963	0.930935	0.825458	
2.86594	0.558078	1.66764	0.846595	
1.86897	0.316295	1.32007	0.88725	
0.945031	0.480028	0.855325	1.14204	
1.03171	0.815056	0.421428	1.00216	
0.214789	2.27345	1.54746	0.990557	
0.0936629	0.783035	1.75748	0.869669	
0.0997155	1.94685	0.826182	1.0347	
0.20387	3.45412	0.997914	0.950251	
0.414916	1.04081	1.65859	0.935083	
0.132718	0.548945	0.970018	1.09013	
1.37393	1.55675	1.00571	1.11748	
1.01781	0.703412	1.0471	1.01996	
2.71105	0.226458	1.27003	1.00677	
0.488967	0.343084	0.786831	0.994473	
2.99471	0.0870336	1.11933	0.943167	
0.0450189	0.234752	1.01217	0.906971	
0.220558	0.458763	0.639694	1.04545	
0.174177	2.46789	1.42095	0.852404	
0.565906	0.7525	0.569965	1.01682	
0.539537	1.21757	0.913541	1.04813	
0.649922	0.799709	1.10594	1.0834	
4.21759	1.02798	1.33884	0.998907	
1.81527	0.915575	0.916741	0.852323	
2.3388	2.13334	0.754482	1.22719	
1.27804	1.00941	0.780328	0.995038	
4.11094	0.510059	1.3146	0.954559	
0.311861	2.25663	1.2313	1.04353	
0.15867	2.72854	0.645763	0.829554	
1.26596	0.417846	1.2156	1.11236	
0.145198	0.201812	1.33686	0.885641	
2.21642	0.793589	1.00982	0.959976	
2.81532	0.430523	1.66966	0.938859	
1.39068	3.73001	0.776636	0.987418	
2.16618	0.724991	0.528477	1.01043	
0.113817	0.47419	1.00113	0.948005	
0.789251	0.210663	0.889145	0.975821	
0.337674	0.780793	0.896231	0.845069	
0.121703	0.865028	1.5181	1.20152	
6.10259	1.08171	1.07502	1.01229	
1.78632	0.947311	0.938531	1.14836	
0.0350803	2.62656	0.962947	0.879546	
0.510496	0.668186	1.03692	1.14539	
0.79762	0.601039	0.788678	1.05262	
1.72496	1.58004	1.08953	1.03187	
3.47526	1.96676	1.64292	1.06125	
1.33497	0.285892	1.00057	0.984908	
0.270374	3.23334	1.11881	0.92042	
0.0320139	1.12972	0.579999	0.930098	
0.0745949	1.00334	1.0264	1.00758	
0.502025	2.01603	1.00654	1.08371	
1.68817	1.79864	1.23311	1.0344	
2.39067	3.01007	0.856861	1.17151	
0.161519	3.47449	1.00726	1.0486	
0.782546	1.80989	1.25545	1.02663	
0.919498	0.439786	0.79668	0.993855	
2.89996	1.18109	0.882222	0.911277	
0.159406	1.04425	0.661822	0.927035	
1.20521	1.72807	1.02833	0.775558	
0.196103	0.270983	1.11165	0.980903	
0.0567614	0.752928	1.11012	1.11823	
0.128332	0.82611	0.996393	0.911242	
0.185463	0.473702	0.848042	0.873129	
0.588153	0.487916	0.824422	0.905809	
0.366754	2.07881	1.01085	0.95902	
0.161651	2.0563	0.787692	1.01715	
0.620506	1.31299	1.0323	0.940558	
0.908666	0.728941	0.865502	1.1453	
0.0240362	2.26191	1.21946	1.00232	
2.79381	0.380286	1.02528	0.975734	
1.07682	0.537802	1.01625	1.09572	
0.198188	0.454204	0.787601	0.944818	
4.17662	1.30263	1.3881	0.976063	
3.55611	0.337339	0.96576	1.16099	
1.22695	1.79708	1.10266	1.05979	
0.459533	0.438814	0.735041	0.984679	
0.517792	0.121443	1.15304	0.86121	
0.73318	0.677837	0.327986	0.861259	
0.381102	0.502661	1.30387	0.9166	
0.722626	0.312733	1.16755	1.19793	
0.716888	2.62387	0.82835	0.965974	
1.07447	0.642625	0.610957	1.08268	
0.649371	1.25903	1.12637	1.06503	
0.652408	0.74493	0.735427	0.999995	
2.17472	0.422057	0.905804	0.903388	
2.30224	1.92389	0.738367	0.999936	
0.11792	0.125566	1.12763	0.916585	
3.32974	1.72013	0.803516	1.1109	
1.37009	2.10221	0.782973	1.05147	
0.0198773	1.53994	0.740293	1.09936	
0.406908	0.733321	1.05024	1.12918	
2.1051	0.198145	2.00921	0.921071	
1.22894	0.272196	0.793884	1.10896	
4.72181	0.610532	0.756596	1.05977	
0.90864	1.63156	1.15469	1.1366	
0.728976	1.17202	0.778149	0.981076	
0.235174	1.59859	1.56472	1.04039	
0.202676	0.548868	1.69532	1.03635	
5.48966	0.546254	0.942231	1.11382	
0.131316	0.209524	0.998469	1.01621	
2.84514	1.43879	1.21708	0.899966	
1.33795	0.877854	1.26434	1.24386	
1.8463	0.78261	0.93181	0.927832	
0.174101	0.824181	0.697518	1.0061	
2.34609	0.491213	0.992828	0.967883	
0.695471	0.274246	1.31441	0.949068	
0.637149	0.630899	1.53707	0.968585	
1.49645	0.425878	0.768219	0.949988	
1.67585	0.67142	0.633137	1.07771	
0.477055	1.14523	0.741585	1.26444	
2.90815	0.560482	0.745037	1.0745	
0.632494	0.96144	0.530849	1.20133	
1.13793	0.0715986	1.07521	1.08381	
0.400595	0.451699	0.846045	1.05972	
0.145865	0.759482	1.06673	0.850822	
0.754463	0.813091	0.993332	0.914599	
1.48207	2.30091	1.22728	0.952989	
0.652156	0.850982	1.1401	0.926273	
0.463306	1.28752	1.73757	1.20939	
1.21708	1.16881	0.818373	1.16672	
0.891434	0.334354	0.839614	1.10479	
0.771904	2.1816	0.444669	0.944638	
2.26752	0.935488	0.951999	0.946266	
0.415171	1.22059	1.03516	0.967946	
1.34391	2.74322	1.2568	0.996892	
0.759788	1.03632	1.42501	1.053	
0.789437	2.46852	1.92964	0.870025	
1.18308	0.747022	0.8437	1.07989	
0.0951626	1.07719	0.623167	0.868746	
0.0700896	1.56536	0.481684	1.0091	
1.77673	0.583658	0.795813	0.995385	
1.73683	0.303149	1.61667	1.25006	
0.833586	0.400635	1.66385	1.09642	
0.384099	0.642143	1.0114	1.0362	
2.82347	2.37356	0.657049	0.972249	
0.518296	0.222524	1.22736	0.863886	
0.512211	0.764409	1.15787	1.01498	
0.889592	2.5335	0.889848	1.10112	
0.67768	0.128848	0.769761	0.783087	
1.93488	0.317599	0.69925	1.1301	
0.892939	3.36081	1.24564	1.02995	
1.15539	0.370246	1.68954	0.738934	
0.202966	0.186121	0.672716	0.897211	
0.413229	0.43096	0.900457	0.891679	
2.32402	0.410548	0.755694	1.06826	
0.143127	0.414016	1.19773	1.0694	
0.585563	0.5412	0.920109	0.962839	
1.01735	0.478363	0.894042	1.08037	
2.62987	0.263849	0.639395	1.0025	
0.172268	0.977795	0.815095	1.05561	
1.12206	1.39007	1.12224	0.992984	
1.9491	0.983318	1.23176	1.0225	
0.0509945	0.658446	0.958392	0.983427	
1.10932	1.08284	0.652251	1.08345	
0.713827	0.782338	0.584448	0.987449	
0.901154	0.931596	0.755948	1.02135	
0.046448	0.708565	0.825897	0.982649	
1.22986	0.407086	1.10658	0.960637	
0.9383	0.408642	1.0774	0.886997	
0.18643	1.15856	0.815443	0.916294	
2.67173	0.202609	1.47326	0.909683	
1.80574	1.11946	1.5561	1.27068	
1.37334	0.122109	0.667373	0.893525	
0.132294	0.189959	0.787055	0.950112	
0.138418	0.883864	0.443746	0.904307	
0.0501122	0.464427	0.834111	0.978593	
0.455798	1.27803	1.32942	1.16127	
0.0438654	0.0805908	0.894725	1.20757	
0.417323	0.822825	0.754728	0.820171	
0.597828	0.937841	0.582367	0.925146	
0.161375	1.58665	0.53062	1.07783	
1.32429	2.11087	1.04592	1.12734	
1.34407	3.93235	0.8003	1.09844	
0.191068	1.56696	0.967705	1.09763	
1.55775	2.42964	1.33284	1.0012	
0.379566	0.248613	0.565558	0.976778	
0.0373539	0.939886	0.702728	1.04131	
0.0982895	1.5826	0.570785	0.981666	
1.55015	0.822611	1.03071	0.960164	
0.112716	1.96883	1.41202	1.05219	
0.402511	2.15521	1.37869	0.899182	
0.292944	1.49917	1.26744	0.946099	
0.0433828	1.48808	0.963354	0.869668	
5.26668	1.1318	1.64967	0.843289	
1.11989	1.77842	0.664457	0.994714	
1.68852	0.705809	0.646584	1.07693	
0.223383	0.840804	1.06593	0.987694	
0.715314	0.869057	0.85117	1.09881	
0.449481	0.287249	1.35747	1.0021	
1.25762	1.22229	1.47296	0.849765	
0.581206	0.12467	1.16551	0.995289	
0.0956031	1.10669	1.53334	1.13225	
2.00615	0.980117	0.971115	0.931595	
0.0480702	1.13557	0.815116	0.876711	
0.998244	1.96547	0.723974	0.782791	
0.541476	1.25426	0.799387	1.11561	
2.13707	0.829265	0.960079	1.07068	
0.145289	1.48914	0.944357	0.924249	
2.63498	0.641579	1.21225	0.995521	
0.594898	2.75166	0.878989	0.948611	
1.4345	0.721329	1.00594	1.14746	
4.24729	0.904669	0.832796	1.13013	
0.0217291	0.840997	1.71599	1.04155	
0.444382	0.98503	0.830252	1.01769	
1.56288	0.32991	1.51575	1.08615	
0.97153	2.43945	1.20806	1.03614	
1.2357	0.653945	1.00825	1.12603	
0.828343	1.09933	0.659837	0.982363	
0.914167	1.23259	1.43895	0.916792	
0.0759698	0.745152	0.904722	0.990066	
0.695342	1.76404	1.3529	1.11924	
2.52948	1.61033	1.05855	0.998967	
0.275631	0.242312	0.668257	1.15374	
0.864353	0.759622	1.74027	1.06514	
2.93167	0.881993	0.711375	0.972839	
1.95117	0.63979	1.14847	1.02447	
1.48779	0.789215	1.07445	1.06849	
1.45879	1.58869	0.752683	0.997225	
0.902712	0.923977	1.01282	0.92099	
0.389984	0.751064	1.48802	0.870403	
0.0779213	0.82623	0.480673	0.97597	
0.152575	0.885507	1.18639	1.02127	
0.507014	0.388788	0.758774	0.978978	
7.1636	0.39822	1.61163	0.858933	
0.169039	2.2149	1.47952	1.01956	
0.794063	0.743494	1.59684	0.915536	
0.383433	0.323879	1.40377	0.96388	
0.285952	0.468158	0.464749	1.1424	
0.937482	0.696191	0.787664	1.00795	
0.184699	0.821919	0.611643	0.967604	
0.491883	0.706252	0.6287	0.874782	
1.16202	0.286183	1.8475	1.08904	
0.8735	0.598162	1.37515	0.962669	
0.0297308	1.88769	0.86183	0.957875	
2.58755	0.41306	0.890199	1.07257	
0.725006	1.79976	1.69835	1.25727	
0.922585	0.458455	1.79337	0.824706	
0.614226	0.993198	1.18929	0.856099	
0.94529	0.356097	1.02034	1.03679	
1.88335	1.00315	0.984624	0.927737	
1.53722	1.24772	1.04462	1.00587	
0.204076	0.660995	1.03608	0.862579	
0.166302	0.868732	1.22858	1.06552	
1.60005	0.73082	1.28824	1.07237	
1.75486	0.915119	0.643681	1.05087	
1.72654	1.3654	1.18764	0.977853	
2.14459	0.94989	0.738671	0.794786	
0.460801	2.45455	1.05528	1.02292	
0.381144	0.567849	0.682056	0.900795	
4.47011	0.6432	1.20735	0.95292	
0.78083	1.1705	1.15537	1.06362	
2.1865	0.52607	0.955341	0.972142	
0.294366	1.0424	1.04263	0.955233	
1.55882	1.40449	0.870597	1.03999	
0.237768	0.0528538	0.484923	1.08971	
0.515057	0.214983	0.56137	0.929805	
0.710069	1.11893	1.43006	0.886809	
0.339306	0.421431	1.42864	1.15703	
0.887793	0.890308	0.89384	1.01541	
3.63633	0.0583792	1.18406	0.987901	
0.986214	1.08722	0.999817	1.06904	
0.0982162	0.80674	0.994848	0.934186	
0.359455	1.01827	1.1049	1.05945	
1.79967	0.0724899	0.955333	1.18305	
2.55631	0.924573	1.53274	0.917111	
0.498831	1.76695	1.21823	0.929622	
0.443584	1.05197	0.683747	1.02836	
0.0936621	2.83766	0.8455	0.874939	
2.1511	1.95569	0.724461	1.27925	
0.844189	1.27791	0.770181	0.906509	
3.10606	2.46594	0.965368	1.12245	
1.57832	0.155541	1.47513	0.957154	
0.417493	0.607077	0.882269	1.10486	
1.42226	0.883201	1.12936	1.21687	
0.715745	1.59012	0.945201	0.763089	
0.262334	0.119451	1.48205	0.975491	
1.53499	0.331496	0.64505	1.13076	
1.97818	0.347883	1.48315	0.925884	
1.31964	0.236046	1.28675	0.926701	
0.00620566	0.545084	0.751575	1.16947	
2.43941	1.02138	0.679684	1.22753	
0.201101	0.662271	0.767359	0.930288	
1.02879	2.82867	0.76939	1.03926	
1.18924	0.886686	0.896734	1.01662	
2.52308	1.94436	0.682566	1.30851	
0.217589	0.526519	0.891317	0.990573	
1.22591	0.837399	1.32524	0.963279	
0.617398	2.40437	0.753194	0.93286	
1.39031	0.473851	1.38077	0.954336	
0.208019	0.603269	0.802354	1.13192	
0.407657	1.53966	1.34377	0.854972	
2.62447	1.40812	0.968817	1.03868	
0.307954	1.2398	0.959749	0.857831	
0.93824	0.318512	1.37236	1.01939	
0.161306	0.908655	1.21845	1.24654	
0.172884	1.6069	0.72477	1.00663	
0.0166537	1.1445	1.23579	1.02015	
1.27211	0.717936	1.20882	0.997361	
0.459261	1.46021	1.07323	0.943997	
0.835167	1.43205	0.622978	0.905802	
0.583977	1.94836	0.800305	0.993868	
0.312279	0.722472	0.932351	1.03365	
0.921602	3.56675	0.771346	0.991896	
1.38464	0.259943	1.48612	0.886098	
0.3429	1.66508	1.37587	0.894315	
2.02229	0.245753	1.11341	1.02031	
0.1763	0.0279193	0.860837	1.00192	
0.719467	0.493493	2.01805	1.1394	
2.52772	1.64229	1.26	0.997738	
0.00313852	1.17765	1.73828	0.974691	
2.46483	0.291361	1.07153	0.832805	
0.782911	0.521086	0.764497	0.789079	
2.40955	1.88741	1.12326	0.978817	
0.191628	1.43229	1.31411	0.858424	
1.17939	1.17122	0.8343	0.933187	
0.962254	1.19048	1.21384	0.869204	
0.738417	1.35504	0.967016	1.09368	
1.70107	1.06456	1.06544	1.03453	
0.804666	0.0803627	1.59957	0.943789	
1.54565	0.333056	0.781155	0.923989	
1.92571	0.393086	1.34132	1.18473	
0.0700089	0.506094	1.27903	1.08262	
2.23905	0.987499	1.12917	1.09487	
0.0774057	1.66953	1.03422	0.919678	
1.65805	0.734448	0.963544	1.02086	
5.95264	1.12731	0.60594	1.10051	
1.40977	1.32825	1.4924	1.07139	
0.186681	0.979893	0.781447	1.07068	
1.32644	1.27283	1.4281	0.90483	
0.154385	1.15126	0.769399	0.957195	
1.74298	0.31983	1.13254	0.935482	
1.50778	0.815716	0.953636	1.04349	
0.178865	0.528116	0.612148	0.959249	
0.602307	0.587011	0.723452	1.00245	
3.33084	1.86346	1.14321	1.01242	
0.323059	0.366162	1.15828	1.00392	
0.702802	0.522113	1.63984	1.01489	
0.512651	1.35069	1.19111	0.927067	
1.59715	2.64612	0.868221	1.21007	
1.46024	0.919244	1.26442	0.907378	
1.2637	0.823949	1.42146	0.887815	
0.163159	1.08241	1.13618	0.968149	
0.393093	1.0782	0.820221	1.16623	
0.173675	0.186264	1.57711	1.06493	
0.890362	0.288327	0.755564	1.04268	
0.103494	0.514503	0.999194	1.02713	
0.0442566	0.783497	1.05465	1.05907	
0.508291	1.22035	1.24019	1.09412	
1.09322	1.19219	0.678214	0.763734	
2.38278	1.96022	1.21437	1.01374	
0.0625391	0.354248	1.50132	0.996324	
0.458224	0.505319	0.499753	0.948292	
0.369506	0.164237	1.27177	0.983454	
0.978086	0.60472	1.38877	0.978282	
0.768769	0.379731	2.54942	0.956623	
0.16668	0.146851	1.51693	0.955661	
2.73238	0.417591	1.65751	0.871617	
0.490346	0.674276	0.627424	1.25099	
0.00394558	0.707339	0.82868	0.945639	
0.777836	2.15846	0.573106	1.22412	
1.20803	0.39945	0.863469	0.827461	
1.37281	0.190325	1.7696	0.933384	
0.12068	1.75442	1.31197	1.04028	
2.2303	1.44022	0.659263	0.922769	
1.249	1.20766	0.847546	0.89989	
2.88049	0.263126	1.25638	1.01058	
1.1792	0.906783	0.758564	0.909335	
0.285167	1.88381	1.4166	1.0152	
0.14504	1.05403	1.17248	0.987496	
1.20223	0.473746	1.07783	0.907934	
0.1849	0.15142	1.1572	0.975686	
3.28897	1.87375	0.367226	1.14144	
2.0992	0.466443	1.09061	0.877318	
2.36594	1.23506	0.99842	0.945521	
0.0665994	2.80471	0.940953	1.06561	
2.4985	1.13868	0.368648	1.04371	
0.615035	1.7799	0.460824	0.908781	
2.15058	0.34116	1.08715	1.06912	
2.07456	0.767452	0.912748	1.17438	
2.16935	0.143966	1.79112	1.11403	
0.0432718	0.894273	1.00534	1.00834	
0.065321	0.412373	1.65209	0.805775	
0.0128781	0.81809	0.601678	0.979123	
0.915304	1.50324	0.75937	1.00751	
1.921	1.93468	0.563056	0.93707	
0.626373	0.295273	0.747496	0.962485	
0.138898	1.03153	1.63285	0.978798	
0.379568	0.374032	1.29468	0.887393	
0.936398	2.06254	1.31045	1.03216	
0.582151	0.990057	1.34957	0.978363	
1.76473	0.47474	0.861678	0.938549	
2.17591	0.763632	1.52157	0.815032	
0.0178146	0.673347	1.80601	1.025	
1.78581	0.399733	1.50186	0.891097	
0.273635	2.18912	0.90942	1.22472	
1.01147	0.733352	1.53997	1.07407	
3.36721	1.27468	1.16576	1.01397	
0.00143969	0.236807	0.928444	0.950997	
2.33956	0.517238	1.38882	0.923216	
0.857195	0.23363	0.974316	0.908962	
2.17868	1.44295	2.03128	0.998181	
1.34735	0.64925	0.789086	0.872559	
1.19498	0.732442	0.920248	1.10828	
2.50208	0.558128	0.632689	0.960877	
1.81321	0.311001	1.2228	0.992307	
0.915742	0.631285	0.910996	1.19131	
3.18794	1.00942	0.840639	1.10866	
0.930539	2.67907	1.3562	1.07795	
1.06107	1.52575	0.946611	1.01843	
0.0517406	0.468677	1.11086	1.0993	
0.479029	2.38262	0.865734	0.975005	
0.00892697	0.707615	1.39828	0.99463	
0.937742	1.12117	1.22326	1.01148	
0.610238	2.98421	0.89683	0.933209	
0.768047	0.291544	1.25791	0.908298	
0.586278	0.929462	1.17373	1.00074	
0.805818	0.356754	0.916345	0.843523	
0.225085	0.293102	0.850191	0.860092	
3.10032	0.543017	0.624869	1.0158	
0.293565	1.93061	0.689599	1.00735	
0.631186	0.195822	0.875815	1.11508	
0.642698	0.410539	0.882183	0.868551	
0.707707	2.83891	0.732867	1.1067	
0.54861	1.70192	1.0147	1.20605	
0.879584	0.652359	1.11514	1.00071	
4.78457	0.66262	0.553253	0.915879	
0.425059	0.697679	0.887714	0.999037	
1.47989	1.01532	0.451509	0.974292	
0.176289	1.25699	1.58723	0.889442	
0.0174245	1.55407	1.21641	1.04443	
2.92925	0.473447	1.04567	1.20508	
0.779052	1.82474	0.871191	0.877739	
