N=1	N=2	N=10	N=100
0.85494	0.869244	0.567811	0.487247	
0.052856	0.518507	0.494164	0.534487	
0.0529141	0.752606	0.554226	0.557963	
0.867978	0.309682	0.537849	0.429667	
0.822507	0.304518	0.441932	0.503247	
0.732443	0.30583	0.710585	0.539313	
0.417923	0.560307	0.415107	0.480682	
0.565487	0.552091	0.559751	0.513214	
0.72425	0.245754	0.507524	0.481503	
0.0981126	0.496647	0.679369	0.479025	
0.0396333	0.325501	0.612974	0.486117	
0.998546	0.224396	0.487694	0.493234	
0.433104	0.354367	0.54803	0.512149	
0.462075	0.408444	0.328737	0.513947	
0.270619	0.208406	0.534635	0.515035	
0.890122	0.622959	0.431038	0.529783	
0.879812	0.385644	0.59521	0.504853	
0.84178	0.598129	0.377652	0.471503	
0.630696	0.86653	0.633508	0.533563	
0.892241	0.321871	0.464065	0.479424	
0.252525	0.765155	0.486685	0.52952	
0.0805829	0.295816	0.565843	0.457778	
0.348811	0.491945	0.449795	0.474433	
0.832512	0.663933	0.467662	0.541486	
0.0572042	0.627623	0.458611	0.466992	
0.510825	0.746588	0.562027	0.494032	
0.289626	0.320775	0.571713	0.553618	
0.0818272	0.847754	0.352859	0.474606	
0.714827	0.611231	0.502872	0.514408	
0.125599	0.881012	0.52586	0.558736	
0.923743	0.424734	0.473429	0.523432	
0.136624	0.448553	0.440904	0.462458	
0.832958	0.941278	0.537677	0.563744	
0.76742	0.370163	0.510403	0.489165	
0.723186	0.485779	0.307242	0.518712	
0.842068	0.592915	0.47467	0.500582	
0.408194	0.362005	0.514578	0.539532	
0.434229	0.576419	0.585732	0.494455	
0.471234	0.514082	0.473567	0.493099	
0.87323	0.712909	0.417765	0.4372	
0.0176813	0.12406	0.709788	0.51449	
0.771586	0.706915	0.729156	0.519599	
0.196673	0.655167	0.407498	0.482998	
0.575367	0.5084	0.455353	0.516362	
0.598916	0.53487	0.506854	0.549086	
0.584745	0.69425	0.514063	0.524754	
0.786579	0.590326	0.557314	0.510588	
0.321164	0.686435	0.601363	0.490457	
0.285412	0.244944	0.542377	0.499569	
0.778945	0.61344	0.550959	0.516555	
0.590053	0.49891	0.428153	0.474667	
0.795121	0.523924	0.560018	0.492684	
0.580511	0.877195	0.515061	0.512984	
0.628345	0.502159	0.466637	0.490624	
0.570054	0.742795	0.550644	0.497222	
0.530122	0.677867	0.567531	0.492139	
0.0631861	0.398591	0.497128	0.488831	
0.384601	0.552576	0.588821	0.592218	
0.645159	0.661045	0.524201	0.539745	
0.409134	0.371786	0.496808	0.481403	
0.00964154	0.561165	0.469552	0.544586	
0.760122	0.619635	0.434903	0.522663	
0.922509	0.122346	0.480508	0.479578	
0.360114	0.606139	0.451248	0.467616	
0.49583	0.76747	0.6498	0.492977	
0.147229	0.736891	0.547836	0.512999	
0.473379	0.458043	0.604151	0.513341	
0.112815	0.425113	0.472637	0.474544	
0.462807	0.496325	0.601372	0.46688	
0.0451173	0.304127	0.405532	0.495834	
0.340983	0.460459	0.311785	0.529767	
0.493851	0.635509	0.474825	0.458879	
0.154486	0.297951	0.60455	0.564786	
0.137976	0.330422	0.540655	0.466833	
0.574853	0.338333	0.493524	0.513527	
0.496862	0.391381	0.683799	0.495474	
0.582494	0.360774	0.410905	0.465095	
0.96968	0.164124	0.496234	0.506305	
0.51712	0.119685	0.512673	0.517843	
0.307004	0.468762	0.473049	0.542222	
0.0734187	0.480005	0.471491	0.457804	
0.956841	0.661903	0.522224	0.499089	
0.364365	0.415876	0.682455	0.46726	
0.956518	0.15918	0.550185	0.457277	
0.378783	0.823064	0.578739	0.531688	
0.430125	0.449709	0.465004	0.470039	
0.516574	0.830141	0.418227	0.490985	
0.557462	0.871839	0.358761	0.503243	
0.67813	0.778726	0.541036	0.515538	
0.944758	0.578515	0.553896	0.498097	
0.505743	0.41796	0.415761	0.496992	
0.65941	0.178237	0.452587	0.521108	
0.512151	0.672941	0.450377	0.472576	
0.799988	0.809384	0.447031	0.471724	
0.755484	0.481534	0.532845	0.51081	
0.618385	0.647808	0.685635	0.480137	
0.20887	0.699485	0.528469	0.534672	
0.692617	0.369967	0.526504	0.48271	
0.225735	0.289805	0.54245	0.480786	
0.686436	0.459726	0.508382	0.49993	
0.705479	0.20015	0.45373	0.481518	
0.933969	0.765233	0.555528	0.49652	
0.590484	0.430071	0.558579	0.491897	
0.431008	0.547575	0.603196	0.491379	
0.347112	0.77712	0.576971	0.491262	
0.509046	0.618509	0.516557	0.500698	
0.209954	0.475857	0.575227	0.508028	
0.00503102	0.615928	0.321643	0.540712	
0.818039	0.156651	0.510724	0.552465	
0.370956	0.14678	0.289758	0.546022	
0.301602	0.244464	0.457268	0.491332	
0.491836	0.49932	0.562415	0.504101	
0.918589	0.463165	0.497219	0.449394	
0.256795	0.381223	0.519231	0.498206	
0.677634	0.550012	0.619157	0.507006	
0.166626	0.815357	0.669533	0.500814	
0.56151	0.508651	0.381647	0.517683	
0.590311	0.337192	0.325588	0.513728	
0.77281	0.155044	0.45056	0.520776	
0.0150423	0.558135	0.418469	0.514567	
0.775005	0.443706	0.486501	0.457185	
0.903119	0.786774	0.596366	0.506894	
0.788581	0.394366	0.512237	0.529862	
0.539988	0.611461	0.537582	0.511936	
0.347816	0.430976	0.533234	0.472447	
0.954914	0.423727	0.420909	0.514219	
0.262839	0.684885	0.532998	0.489309	
0.924542	0.621885	0.390568	0.462343	
0.247551	0.35406	0.510122	0.47554	
0.252617	0.429542	0.297196	0.5068	
0.654839	0.528407	0.379202	0.514643	
0.499575	0.310077	0.592277	0.497683	
0.330875	0.617383	0.348833	0.495024	
0.941236	0.707648	0.450298	0.494169	
0.309323	0.531654	0.419438	0.496998	
0.531403	0.228838	0.677018	0.514913	
0.918862	0.165042	0.542759	0.480508	
0.641502	0.869848	0.554104	0.519356	
0.911234	0.46793	0.533527	0.543382	
0.282959	0.372816	0.380127	0.528435	
0.339082	0.476522	0.601315	0.483679	
0.411011	0.51706	0.390353	0.562192	
0.0221563	0.733759	0.669149	0.475867	
0.640902	0.647169	0.486954	0.409622	
0.876082	0.699208	0.457206	0.550555	
0.870352	0.0997746	0.425184	0.516404	
0.0430999	0.645293	0.671138	0.519379	
0.213783	0.310614	0.468179	0.499872	
0.0926426	0.654341	0.586764	0.510377	
0.020909	0.379458	0.609121	0.458449	
0.797404	0.494211	0.425056	0.466652	
0.409742	0.485921	0.4385	0.445024	
0.0862052	0.294033	0.41286	0.495561	
0.337926	0.509869	0.549954	0.477468	
0.476126	0.449955	0.48296	0.536048	
0.656654	0.603705	0.491735	0.479168	
0.859622	0.569822	0.269309	0.483838	
0.395847	0.349016	0.570102	0.513858	
0.820951	0.750447	0.677665	0.496478	
0.537582	0.201593	0.386345	0.473826	
0.0758856	0.0625933	0.536091	0.494787	
0.211672	0.692767	0.504076	0.508935	
0.802419	0.350633	0.572022	0.523945	
0.427783	0.391285	0.65079	0.485521	
0.526838	0.272034	0.514802	0.512555	
0.408434	0.146934	0.543338	0.462617	
0.63149	0.668231	0.509315	0.454259	
0.328225	0.144022	0.680041	0.514809	
0.701419	0.5109	0.599514	0.476556	
0.531112	0.845601	0.483494	0.4352	
0.448496	0.837694	0.594425	0.491767	
0.430103	0.506206	0.397504	0.479331	
0.946512	0.422576	0.593406	0.481377	
0.811298	0.761479	0.52312	0.500709	
0.475324	0.202559	0.695488	0.49739	
0.794475	0.179767	0.417598	0.521251	
0.460625	0.454636	0.497004	0.472824	
0.388325	0.583798	0.617893	0.513268	
0.585078	0.576788	0.552092	0.501381	
0.0140439	0.887038	0.482806	0.517015	
0.366837	0.578586	0.508486	0.53321	
0.560866	0.767569	0.483869	0.526917	
0.210863	0.70837	0.235997	0.534999	
0.306846	0.950738	0.447229	0.478521	
0.526851	0.736646	0.376156	0.527337	
0.765307	0.654681	0.407962	0.488666	
0.135192	0.69206	0.548776	0.486117	
0.985026	0.481875	0.580988	0.47608	
0.764386	0.697583	0.461535	0.490349	
0.450454	0.3641	0.562816	0.541816	
0.108578	0.298689	0.459996	0.539735	
0.299978	0.470332	0.583385	0.473693	
0.476371	0.680101	0.429729	0.486486	
0.231026	0.340047	0.60043	0.511951	
0.356226	0.499608	0.579446	0.445811	
0.286186	0.465302	0.486951	0.517761	
0.968583	0.406484	0.690239	0.547968	
0.137317	0.490452	0.440081	0.544088	
0.0425649	0.237674	0.494789	0.491809	
0.251787	0.528892	0.541496	0.505169	
0.533933	0.520886	0.462446	0.477475	
0.51153	0.762708	0.459407	0.521521	
0.653226	0.789217	0.456711	0.491279	
0.179757	0.421971	0.281545	0.472148	
0.603173	0.573275	0.619094	0.515188	
0.302621	0.871909	0.393832	0.482447	
0.282765	0.6209	0.509589	0.535708	
0.539047	0.774807	0.55912	0.490458	
0.0772362	0.746315	0.539388	0.488874	
0.944533	0.362714	0.562085	0.489796	
0.0248573	0.904742	0.586582	0.575132	
0.23295	0.607244	0.486196	0.473429	
0.066936	0.590851	0.439355	0.537199	
0.52508	0.457	0.340212	0.565325	
0.372279	0.935022	0.541393	0.481725	
0.849272	0.357126	0.659488	0.435423	
0.119653	0.325913	0.487038	0.544099	
0.0154403	0.484811	0.541363	0.496294	
0.850112	0.900829	0.489441	0.475068	
0.584115	0.477422	0.578846	0.520487	
0.0356371	0.528697	0.487423	0.48481	
0.478309	0.448069	0.52475	0.499411	
0.412098	0.303846	0.481294	0.531174	
0.592453	0.160083	0.526693	0.508447	
0.531494	0.753556	0.557905	0.478831	
0.544806	0.319428	0.417533	0.502492	
0.592958	0.456056	0.420674	0.479976	
0.822353	0.389089	0.418958	0.510778	
0.289468	0.429112	0.618152	0.555801	
0.278727	0.489628	0.514027	0.492032	
0.475972	0.81764	0.445601	0.445855	
0.207341	0.42945	0.500078	0.458146	
0.86366	0.628886	0.584466	0.538842	
0.657794	0.865299	0.605661	0.509797	
0.433791	0.499859	0.479048	0.528427	
0.358709	0.199144	0.530165	0.51306	
0.0550112	0.520828	0.471855	0.445428	
0.215165	0.567372	0.543359	0.54125	
0.841026	0.807396	0.477269	0.469092	
0.395687	0.485187	0.55865	0.443404	
0.803514	0.189501	0.438043	0.465203	
0.414228	0.632565	0.454837	0.513342	
0.830669	0.663019	0.599471	0.483331	
0.399479	0.454109	0.41489	0.497196	
0.498017	0.493932	0.311167	0.521371	
0.683099	0.783979	0.40834	0.471494	
0.245113	0.26556	0.419197	0.537339	
0.143984	0.234371	0.554616	0.519653	
0.521344	0.264001	0.573046	0.429255	
0.913398	0.481049	0.470012	0.48073	
0.569973	0.188766	0.410392	0.535764	
0.552072	0.439356	0.326074	0.476915	
0.513048	0.726106	0.456262	0.461424	
0.925762	0.416114	0.545079	0.531416	
0.469806	0.829639	0.37208	0.498114	
0.905939	0.342932	0.468436	0.495487	
0.456801	0.549595	0.376883	0.450266	
0.810791	0.289094	0.486652	0.446266	
0.985256	0.343942	0.394682	0.475189	
0.701331	0.565907	0.496895	0.45408	
0.528315	0.471303	0.474249	0.510142	
0.151141	0.520352	0.526013	0.474587	
0.198294	0.834886	0.395571	0.541693	
0.520085	0.694233	0.596065	0.518859	
0.448181	0.42653	0.460655	0.494093	
0.49452	0.0742243	0.512984	0.507608	
0.704695	0.647	0.526437	0.482505	
0.0890862	0.404496	0.330181	0.490648	
0.678799	0.518043	0.380934	0.53369	
0.74821	0.343975	0.505206	0.502549	
0.310367	0.407146	0.532617	0.54076	
0.325602	0.657096	0.442323	0.532256	
0.523484	0.205231	0.515624	0.521702	
0.667207	0.737585	0.424134	0.473188	
0.531706	0.881939	0.464723	0.496596	
0.512185	0.63363	0.574978	0.487178	
0.397997	0.695649	0.490458	0.520056	
0.667509	0.409938	0.379081	0.483651	
0.55204	0.406771	0.532915	0.503895	
0.515592	0.205376	0.382637	0.491406	
0.150668	0.760608	0.625265	0.541821	
0.764682	0.279975	0.486991	0.525142	
0.869907	0.894654	0.568897	0.52424	
0.22413	0.250384	0.368511	0.474402	
0.238434	0.85279	0.500696	0.464785	
0.560498	0.383519	0.485558	0.489984	
0.855279	0.249364	0.52254	0.455513	
0.0307275	0.575729	0.568658	0.552232	
0.285528	0.441602	0.362569	0.502489	
0.515869	0.638001	0.614166	0.493929	
0.472765	0.0704886	0.458715	0.46749	
0.482889	0.599733	0.397581	0.477015	
0.553305	0.55383	0.429608	0.510357	
0.988896	0.691497	0.446597	0.468665	
0.483651	0.218949	0.612882	0.516592	
0.247365	0.919758	0.391554	0.505919	
0.159164	0.45262	0.317107	0.521738	
0.00877838	0.714723	0.489928	0.497177	
0.229909	0.669151	0.576044	0.461835	
0.732381	0.610235	0.43419	0.506511	
0.556411	0.234548	0.520113	0.570296	
0.919531	0.852956	0.466188	0.452608	
0.642659	0.354013	0.46312	0.487232	
0.352876	0.301238	0.480048	0.512125	
0.413016	0.587105	0.486192	0.508094	
0.875609	0.229891	0.480558	0.406741	
0.196218	0.345473	0.513582	0.512679	
0.13753	0.580906	0.626004	0.472539	
0.224804	0.429917	0.508362	0.457064	
0.812005	0.594103	0.627852	0.489823	
0.21886	0.326712	0.406575	0.523815	
0.627142	0.408657	0.398564	0.5455	
0.917932	0.752091	0.529351	0.517078	
0.645449	0.690682	0.536074	0.534346	
0.126442	0.211852	0.359578	0.486886	
0.612723	0.446171	0.473015	0.519919	
0.518315	0.432679	0.502678	0.475775	
0.88578	0.557772	0.492757	0.469204	
0.899797	0.450365	0.522344	0.550257	
0.862802	0.497861	0.524109	0.520875	
0.404795	0.656175	0.425134	0.510328	
0.936179	0.58463	0.40981	0.477595	
0.397249	0.700561	0.566155	0.500364	
0.590933	0.65281	0.497549	0.511099	
0.462422	0.362611	0.547725	0.483712	
0.620111	0.281568	0.68157	0.504665	
0.07714	0.540214	0.479746	0.514555	
0.858048	0.349075	0.418828	0.507591	
0.88771	0.341935	0.384146	0.499465	
0.967661	0.822206	0.566886	0.474531	
0.38025	0.261437	0.482418	0.491888	
0.575674	0.61483	0.515576	0.481504	
0.775669	0.1224	0.450847	0.438627	
0.194491	0.606866	0.630217	0.46839	
0.648339	0.317279	0.404177	0.458557	
0.304399	0.417162	0.378405	0.513627	
0.776797	0.427424	0.462027	0.487251	
0.876407	0.5073	0.622094	0.456355	
0.0736574	0.582822	0.502127	0.497554	
0.000393228	0.669238	0.643011	0.527886	
0.920112	0.58719	0.524841	0.576735	
0.419153	0.794197	0.241728	0.447865	
0.107465	0.884955	0.609081	0.530593	
0.468092	0.37347	0.72482	0.485339	
0.556123	0.479948	0.580942	0.484109	
0.497416	0.289625	0.442314	0.504282	
0.106921	0.550965	0.359305	0.519502	
0.0898027	0.537728	0.521526	0.45742	
0.713039	0.120945	0.353796	0.544327	
0.734387	0.358809	0.413413	0.520287	
0.15383	0.522869	0.409838	0.537333	
0.827363	0.88216	0.425203	0.528756	
0.943363	0.878953	0.508011	0.538494	
0.651948	0.353869	0.568053	0.487967	
0.101778	0.565436	0.36376	0.536765	
0.275117	0.506312	0.524138	0.557969	
0.960475	0.133843	0.515934	0.454855	
0.0742876	0.503466	0.600597	0.461811	
0.447335	0.632347	0.481442	0.452955	
0.279097	0.223452	0.556842	0.48357	
0.551239	0.333411	0.453919	0.545104	
0.540536	0.526165	0.453254	0.499298	
0.80483	0.605455	0.502071	0.495279	
0.260037	0.866964	0.501637	0.527596	
0.957743	0.391051	0.499781	0.476332	
0.794812	0.513863	0.485228	0.52805	
0.102425	0.632675	0.442975	0.520417	
0.666984	0.770737	0.501664	0.461077	
0.236866	0.402718	0.344814	0.45538	
0.588584	0.52927	0.492066	0.576776	
0.400893	0.594373	0.438199	0.488378	
0.0667773	0.122369	0.556693	0.504033	
0.149632	0.654282	0.427298	0.531865	
0.457842	0.595276	0.649652	0.486108	
0.0378789	0.447212	0.447939	0.51136	
0.209477	0.34805	0.541797	0.512514	
0.553588	0.428688	0.585438	0.500208	
0.0274586	0.593594	0.495768	0.532116	
0.972981	0.63689	0.631472	0.498236	
0.311335	0.0369262	0.383265	0.542509	
0.752468	0.483661	0.549973	0.549075	
0.0422294	0.367372	0.612916	0.517365	
0.38759	0.433213	0.530615	0.517867	
0.919537	0.638928	0.741102	0.484365	
0.0109532	0.719829	0.471277	0.44521	
0.617003	0.432017	0.502588	0.472102	
0.193966	0.605938	0.548282	0.503016	
0.564641	0.824137	0.484722	0.522965	
0.71267	0.648502	0.5112	0.512176	
0.119608	0.597389	0.368975	0.524111	
0.827855	0.699107	0.404725	0.481047	
0.309329	0.587189	0.43584	0.502395	
0.201957	0.63769	0.522364	0.524482	
0.225983	0.512212	0.447703	0.515116	
0.0165706	0.333506	0.577439	0.533638	
0.951127	0.592604	0.484844	0.505355	
0.0111226	0.591705	0.570639	0.523406	
0.687045	0.240149	0.573218	0.482057	
0.889599	0.217787	0.43175	0.458111	
0.561671	0.624737	0.72093	0.466298	
0.27272	0.418643	0.601204	0.479095	
0.484991	0.610973	0.490196	0.483212	
0.37249	0.812021	0.667707	0.498335	
0.118698	0.629836	0.471687	0.524395	
0.0199737	0.763557	0.463559	0.548502	
0.690414	0.466684	0.555752	0.444635	
0.0993475	0.484335	0.572355	0.51134	
0.926254	0.580992	0.606527	0.492019	
0.688271	0.623073	0.442151	0.482162	
0.411897	0.310813	0.388325	0.47697	
0.698092	0.340238	0.489641	0.512384	
0.383989	0.185134	0.465046	0.512747	
0.378225	0.386843	0.520549	0.493866	
0.80166	0.101505	0.496914	0.513925	
0.130641	0.681428	0.50546	0.519042	
0.362276	0.773091	0.632924	0.498967	
0.789127	0.537539	0.559393	0.572713	
0.782982	0.899912	0.433962	0.521786	
0.473285	0.449959	0.482454	0.534589	
0.214231	0.61983	0.374053	0.474331	
0.67475	0.336235	0.400297	0.451053	
0.729909	0.75185	0.582525	0.446945	
0.0479888	0.405533	0.54562	0.530351	
0.400356	0.545547	0.670093	0.494477	
0.236873	0.664056	0.515552	0.516137	
0.0834299	0.562239	0.501588	0.470674	
0.891769	0.227208	0.380218	0.481351	
0.251967	0.625209	0.412215	0.517061	
0.112144	0.311042	0.490487	0.51715	
0.250719	0.400513	0.463416	0.494932	
0.18835	0.471837	0.510417	0.442405	
0.83522	0.422562	0.491417	0.458059	
0.112971	0.61425	0.42275	0.529352	
0.1189	0.295479	0.636788	0.470033	
0.275042	0.793871	0.420305	0.483348	
0.821262	0.165451	0.462982	0.467002	
0.272065	0.351503	0.509227	0.497625	
0.229496	0.34714	0.575793	0.487177	
0.250501	0.155692	0.585711	0.490167	
0.186849	0.555742	0.399484	0.483097	
0.163519	0.284731	0.61284	0.49441	
0.805467	0.670162	0.503684	0.541269	
0.899164	0.243126	0.520569	0.519081	
0.274008	0.384978	0.43972	0.533565	
0.112507	0.494861	0.391729	0.491159	
0.194469	0.621163	0.536041	0.509866	
0.750572	0.443213	0.607669	0.505889	
0.881441	0.794481	0.595075	0.543853	
0.473729	0.623615	0.453333	0.544633	
0.278228	0.344189	0.530315	0.452551	
0.52243	0.724341	0.570364	0.523753	
0.642315	0.426623	0.55974	0.468045	
0.399698	0.488605	0.374346	0.533953	
0.481356	0.352822	0.405603	0.494279	
0.152389	0.453506	0.526583	0.456917	
0.804721	0.475813	0.418763	0.460758	
0.709388	0.606732	0.600407	0.492918	
0.269462	0.672704	0.335472	0.511382	
0.0837392	0.650473	0.514073	0.491187	
0.857915	0.439049	0.452826	0.465438	
0.912084	0.474318	0.390377	0.493996	
0.626181	0.57701	0.428579	0.477618	
0.694179	0.159836	0.638574	0.487262	
0.268788	0.425073	0.45784	0.477142	
0.978575	0.725637	0.570222	0.502267	
0.705244	0.30408	0.39004	0.500089	
0.78558	0.653321	0.514444	0.490666	
0.281931	0.508909	0.450456	0.472145	
0.951134	0.426673	0.569423	0.443694	
0.524501	0.557941	0.476755	0.513642	
0.208575	0.376911	0.567418	0.570087	
0.509878	0.17822	0.399517	0.505709	
0.345446	0.34815	0.474616	0.454081	
0.654981	0.32853	0.460437	0.482725	
0.0822131	0.439352	0.566601	0.469851	
0.458278	0.335234	0.552743	0.46982	
0.953459	0.378225	0.584412	0.49229	
0.904567	0.460954	0.493781	0.499176	
0.0707384	0.696277	0.649743	0.464956	
0.598079	0.581232	0.424708	0.513218	
0.0688974	0.245724	0.607081	0.530244	
0.141367	0.346657	0.50126	0.523303	
0.962755	0.101146	0.492188	0.469104	
0.861377	0.170606	0.545846	0.498275	
0.320999	0.581735	0.517742	0.537431	
0.878789	0.561014	0.412238	0.496499	
0.809818	0.641685	0.523035	0.515455	
0.0912167	0.691479	0.574895	0.526993	
0.742439	0.390561	0.479795	0.51046	
0.878828	0.251042	0.608781	0.541655	
0.350505	0.216871	0.476722	0.481788	
0.953817	0.385656	0.543437	0.518015	
0.970813	0.757841	0.520355	0.49822	
0.742124	0.165767	0.624408	0.520477	
0.881866	0.781117	0.536891	0.48945	
0.903798	0.800562	0.487935	0.477029	
0.677617	0.30897	0.602289	0.506806	
0.756538	0.564731	0.416475	0.474658	
0.434026	0.222509	0.721806	0.529329	
0.101976	0.470518	0.451537	0.475638	
0.553256	0.947006	0.714888	0.450068	
0.777837	0.0443001	0.519532	0.48326	
0.627692	0.372007	0.504139	0.496029	
0.68806	0.41757	0.586894	0.492629	
0.101864	0.836044	0.45722	0.4929	
0.817673	0.356284	0.708288	0.506936	
0.302088	0.568941	0.467445	0.559047	
0.817569	0.368837	0.406868	0.482963	
0.797108	0.730753	0.346392	0.504617	
0.610357	0.391003	0.45744	0.56824	
0.527055	0.331051	0.579456	0.519849	
0.537876	0.196314	0.519308	0.452657	
0.0326283	0.550378	0.568508	0.535595	
0.609583	0.551807	0.644872	0.496583	
0.373761	0.578296	0.598311	0.476962	
0.400508	0.74702	0.414609	0.463455	
0.0124695	0.708306	0.411445	0.465981	
0.611776	0.217256	0.530394	0.528874	
0.510971	0.409817	0.599281	0.505352	
0.0273911	0.559556	0.482526	0.533655	
0.0432071	0.476063	0.371995	0.482525	
0.0901323	0.890202	0.64258	0.527829	
0.796564	0.69136	0.4814	0.53704	
0.353355	0.133402	0.412248	0.507116	
0.417014	0.610822	0.598857	0.487518	
0.0227989	0.551905	0.472094	0.496901	
0.306805	0.422238	0.437861	0.500017	
0.48499	0.667841	0.634109	0.540213	
0.551664	0.322876	0.388582	0.509348	
0.773494	0.818616	0.514505	0.474016	
0.22973	0.450141	0.591103	0.472508	
0.920113	0.319057	0.511987	0.477712	
0.648459	0.306521	0.452472	0.511314	
0.790785	0.944801	0.504756	0.468363	
0.566209	0.709883	0.430393	0.507557	
0.979322	0.400028	0.574483	0.547165	
0.74277	0.594094	0.564678	0.485971	
0.484235	0.30087	0.477392	0.520615	
0.236265	0.587062	0.661318	0.534151	
0.771979	0.494019	0.624963	0.543839	
0.585862	0.196104	0.718936	0.47554	
0.656788	0.505941	0.572259	0.484771	
0.863863	0.74579	0.485302	0.488649	
0.757813	0.657187	0.702394	0.463298	
0.773909	0.325018	0.584616	0.531509	
0.961567	0.812439	0.347817	0.499452	
0.876662	0.494583	0.562816	0.494652	
0.220136	0.799679	0.446295	0.517993	
0.424643	0.618941	0.470655	0.472783	
0.740333	0.57603	0.489358	0.510644	
0.555345	0.867427	0.553795	0.508551	
0.829244	0.571007	0.48193	0.481471	
0.519395	0.523859	0.374542	0.483225	
0.61621	0.221308	0.595484	0.481705	
0.0287086	0.126397	0.437689	0.507319	
0.380574	0.310196	0.580778	0.545463	
0.834962	0.886597	0.396471	0.495464	
0.774917	0.612592	0.343987	0.46756	
0.945389	0.0942629	0.545932	0.557649	
0.0206673	0.592458	0.523206	0.580141	
0.773672	0.570225	0.507133	0.505132	
0.990323	0.304838	0.391109	0.478635	
0.452046	0.533694	0.531258	0.481718	
0.44834	0.412759	0.414816	0.537532	
0.980396	0.431386	0.529985	0.502376	
0.239078	0.488983	0.621746	0.488776	
0.243127	0.325201	0.478526	0.452688	
0.165084	0.455923	0.467053	0.466501	
0.562402	0.385061	0.481337	0.54744	
0.906538	0.328534	0.580825	0.475439	
0.672699	0.767329	0.54547	0.527962	
0.658554	0.638573	0.590951	0.471109	
0.183573	0.303696	0.637738	0.49339	
0.907108	0.642017	0.378646	0.477364	
0.368852	0.426032	0.611312	0.513202	
0.0899975	0.658574	0.577359	0.521546	
0.00141375	0.119473	0.491167	0.518465	
0.915168	0.413417	0.538595	0.504998	
0.381997	0.279063	0.496354	0.49565	
0.61895	0.203507	0.617166	0.489596	
0.0977243	0.372965	0.516855	0.457309	
0.810349	0.367111	0.370252	0.534731	
0.827187	0.306876	0.673885	0.45932	
0.778111	0.364305	0.282978	0.522576	
0.997055	0.418475	0.512441	0.486121	
0.459196	0.344445	0.492674	0.50471	
0.225911	0.232418	0.69173	0.552613	
0.493599	0.349313	0.443874	0.507417	
0.377864	0.583236	0.454076	0.480842	
0.254243	0.54822	0.352388	0.535271	
0.574475	0.554418	0.507016	0.543896	
0.460122	0.53604	0.474405	0.488773	
0.997469	0.499267	0.526183	0.486565	
0.174718	0.523244	0.491652	0.491002	
0.604995	0.285994	0.353955	0.442905	
0.99994	0.53341	0.467317	0.483336	
0.0425775	0.485364	0.575439	0.494626	
0.37816	0.223048	0.500588	0.506849	
0.083561	0.523629	0.338063	0.563594	
0.475736	0.619795	0.5487	0.42067	
0.982854	0.342283	0.462261	0.503027	
0.930044	0.444177	0.470168	0.492533	
0.411742	0.439466	0.596082	0.452653	
0.351105	0.597241	0.468881	0.495298	
0.977157	0.513991	0.468241	0.485203	
0.77429	0.622341	0.452526	0.515679	
0.647046	0.508448	0.58125	0.51029	
0.502685	0.748369	0.609423	0.514465	
0.923755	0.726799	0.486679	0.498348	
0.579722	0.373553	0.693914	0.474471	
0.501317	0.934817	0.41838	0.496615	
0.133009	0.750215	0.675586	0.472225	
0.351104	0.598532	0.284235	0.489812	
0.898686	0.685334	0.559674	0.518074	
0.360488	0.700798	0.699727	0.455878	
0.204728	0.70212	0.466629	0.477298	
0.0399904	0.651525	0.470765	0.510195	
0.970278	0.337567	0.608062	0.532689	
0.123271	0.482699	0.625809	0.487511	
0.650548	0.538338	0.427833	0.485835	
0.107769	0.693509	0.535357	0.49385	
0.411864	0.541707	0.34147	0.510486	
0.189894	0.112121	0.487372	0.480281	
0.488253	0.758756	0.645239	0.479773	
0.358787	0.364162	0.67037	0.468417	
0.482535	0.0753595	0.782809	0.478069	
0.535969	0.236164	0.575575	0.434414	
0.509694	0.423592	0.466227	0.518205	
0.131167	0.68463	0.370648	0.538791	
0.178136	0.0636921	0.46733	0.533106	
0.0532728	0.471473	0.724437	0.454174	
0.383302	0.583645	0.498399	0.497145	
0.299253	0.782537	0.40802	0.489435	
0.330899	0.289321	0.54423	0.557566	
0.582119	0.461359	0.447533	0.545701	
0.122199	0.182224	0.500116	0.498467	
0.204783	0.373156	0.475344	0.47136	
0.432156	0.330248	0.44883	0.471243	
0.933856	0.329055	0.632182	0.54467	
0.0784933	0.456663	0.335718	0.500773	
0.301309	0.523483	0.490802	0.513077	
0.963067	0.825605	0.598186	0.50004	
0.122927	0.257096	0.288771	0.506286	
0.427036	0.53709	0.396238	0.474678	
0.449433	0.362136	0.460483	0.50269	
0.587974	0.708498	0.306455	0.472596	
0.693055	0.183916	0.497782	0.483915	
0.840495	0.401128	0.314544	0.496563	
0.870714	0.564259	0.411617	0.502693	
0.214133	0.34354	0.499563	0.521319	
0.910028	0.452589	0.617316	0.478079	
0.417616	0.271249	0.426666	0.504559	
0.56203	0.664242	0.613696	0.549181	
0.320165	0.745925	0.682322	0.517417	
0.464038	0.419387	0.361859	0.517276	
0.43737	0.674907	0.605741	0.527323	
0.827862	0.244872	0.571292	0.489883	
0.36715	0.0834604	0.488634	0.46432	
0.718512	0.964958	0.578493	0.506824	
0.0462646	0.527027	0.341014	0.501453	
0.87434	0.721966	0.55922	0.544747	
0.888406	0.680067	0.502312	0.472512	
